sex,workclass,education,marital.status,occupation,race,relationship,capital.gain,capital.loss,hours.per.week,age,income
 Male, Private, Some-college, Never-married, Sales, White, Not-in-family,0,0,25,20, <=50K
 Male, Private, Some-college, Married-civ-spouse, Sales, White, Husband,0,0,40,51, >50K
 Male, Private, 9th, Married-civ-spouse, Transport-moving, White, Husband,0,0,65,37, <=50K
 Male, State-gov, 12th, Never-married, Exec-managerial, White, Not-in-family,0,0,50,22, >50K
 Male, Self-emp-not-inc, 10th, Married-civ-spouse, Transport-moving, White, Husband,0,0,60,56, <=50K
 Female, Private, Bachelors, Married-civ-spouse, Sales, White, Wife,5178,0,42,26, >50K
 Female, Private, Some-college, Separated, Sales, White, Unmarried,0,0,25,19, <=50K
 Female, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Wife,0,0,30,37, <=50K
 Female, Private, Some-college, Never-married, Tech-support, White, Not-in-family,0,0,40,27, <=50K
 Male, Private, HS-grad, Never-married, Sales, Amer-Indian-Eskimo, Own-child,0,0,20,27, <=50K
 Male, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, White, Husband,0,0,50,52, <=50K
 Female, Private, HS-grad, Separated, Machine-op-inspct, Black, Unmarried,0,0,40,45, <=50K
 Male, Private, Some-college, Never-married, Craft-repair, Amer-Indian-Eskimo, Own-child,0,0,40,28, <=50K
 Female, Private, HS-grad, Divorced, Adm-clerical, White, Not-in-family,0,0,40,20, <=50K
 Female, Private, Masters, Never-married, Prof-specialty, White, Not-in-family,0,0,50,28, <=50K
 Male, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Black, Husband,0,0,40,44, <=50K
 Male, Private, Bachelors, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,30, <=50K
 Female, State-gov, Assoc-acdm, Never-married, Adm-clerical, Black, Own-child,0,0,8,26, <=50K
 Male, Private, Masters, Married-civ-spouse, Prof-specialty, White, Husband,0,0,18,55, <=50K
 Female, Private, HS-grad, Never-married, Sales, White, Not-in-family,0,0,40,46, <=50K
 Male, Private, Bachelors, Married-civ-spouse, Craft-repair, White, Husband,0,0,50,51, <=50K
 Female, Local-gov, Bachelors, Never-married, Prof-specialty, White, Not-in-family,0,0,40,25, <=50K
 Male, Local-gov, HS-grad, Separated, Other-service, White, Not-in-family,0,0,40,43, <=50K
 Female, Private, HS-grad, Never-married, Prof-specialty, White, Own-child,0,0,28,19, <=50K
 Male, Private, HS-grad, Divorced, Craft-repair, White, Not-in-family,0,0,40,36, <=50K
 Male, Private, Some-college, Never-married, Exec-managerial, White, Not-in-family,0,0,40,36, <=50K
 Female, Private, Bachelors, Never-married, Other-service, Asian-Pac-Islander, Unmarried,0,0,40,48, <=50K
 Male, Private, 11th, Never-married, Prof-specialty, White, Unmarried,0,0,40,30, <=50K
 Male, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Husband,0,0,44,24, >50K
 Female, Private, HS-grad, Divorced, Other-service, White, Unmarried,0,0,36,30, <=50K
 Female, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Wife,7688,0,45,24, >50K
 Male, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, White, Husband,0,0,40,62, <=50K
 Male, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, White, Not-in-family,0,1590,40,41, <=50K
 Male, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Husband,0,0,85,49, >50K
 Male, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, White, Husband,0,0,50,36, <=50K
 Female, Local-gov, Masters, Divorced, Prof-specialty, White, Unmarried,5455,0,45,47, <=50K
 Female, State-gov, Masters, Divorced, Prof-specialty, White, Not-in-family,0,0,40,49, <=50K
 Male, Private, Some-college, Never-married, Exec-managerial, White, Not-in-family,0,0,40,52, <=50K
 Male, Private, Assoc-acdm, Married-civ-spouse, Tech-support, White, Husband,0,0,40,52, >50K
 Male, Private, HS-grad, Never-married, Adm-clerical, White, Not-in-family,0,0,53,26, <=50K
 Male, State-gov, HS-grad, Never-married, Transport-moving, White, Not-in-family,0,0,40,51, <=50K
 Male, Private, 10th, Never-married, Other-service, White, Own-child,0,0,20,18, <=50K
 Male, Private, HS-grad, Never-married, Handlers-cleaners, White, Other-relative,0,0,40,30, <=50K
 Male, Private, HS-grad, Divorced, Machine-op-inspct, White, Not-in-family,0,0,20,46, <=50K
 Female, Private, HS-grad, Never-married, Handlers-cleaners, Black, Own-child,0,0,40,28, <=50K
 Male, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Husband,7298,0,50,48, >50K
 Female, Private, Some-college, Married-civ-spouse, Adm-clerical, White, Wife,0,0,38,62, >50K
 Male, Private, Bachelors, Married-civ-spouse, Sales, White, Husband,4064,0,44,49, <=50K
 Female, Private, HS-grad, Widowed, Adm-clerical, White, Not-in-family,0,0,24,69, <=50K
 Male, Private, Bachelors, Never-married, Exec-managerial, White, Not-in-family,8614,0,45,35, >50K
 Male, Private, Masters, Widowed, Craft-repair, Asian-Pac-Islander, Unmarried,0,0,40,78, <=50K
 Male, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Husband,0,0,45,61, >50K
 Female, Private, Bachelors, Never-married, Prof-specialty, White, Not-in-family,0,0,40,24, <=50K
 Female, Private, Some-college, Never-married, Adm-clerical, White, Own-child,0,0,40,29, <=50K
 Male, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Other, Husband,0,0,45,36, <=50K
 Male, Private, 10th, Never-married, Farming-fishing, White, Own-child,0,0,40,17, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Black, Husband,0,0,80,27, >50K
 Male, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Husband,0,0,40,64, <=50K
 Male, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, White, Not-in-family,0,0,55,33, <=50K
 Male, Private, 12th, Married-civ-spouse, Craft-repair, White, Other-relative,0,0,40,32, <=50K
 Female, Private, Some-college, Never-married, Other-service, White, Own-child,0,0,20,19, <=50K
 Male, State-gov, 11th, Married-civ-spouse, Farming-fishing, White, Husband,0,0,40,42, <=50K
 Female, Private, Bachelors, Never-married, Sales, White, Own-child,0,0,15,24, <=50K
 Male, Private, HS-grad, Never-married, Exec-managerial, Black, Not-in-family,0,0,45,23, <=50K
 Male, Local-gov, Prof-school, Never-married, Prof-specialty, White, Not-in-family,3325,0,40,51, <=50K
 Male, Private, Bachelors, Never-married, Tech-support, White, Not-in-family,3325,0,60,31, <=50K
 Male, Private, Prof-school, Married-civ-spouse, Prof-specialty, White, Husband,0,0,29,44, >50K
 Female, Private, Masters, Never-married, Exec-managerial, White, Not-in-family,10520,0,50,38, >50K
 Female, Local-gov, Assoc-acdm, Divorced, Protective-serv, White, Not-in-family,0,0,56,44, >50K
 Male, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Farming-fishing, White, Husband,0,0,40,44, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Husband,0,0,44,38, <=50K
 Female, Private, 9th, Divorced, Adm-clerical, White, Unmarried,0,0,40,36, <=50K
 Male, Private, 1st-4th, Never-married, Other-service, White, Not-in-family,0,0,20,29, <=50K
 Female, Private, Assoc-acdm, Divorced, Sales, White, Not-in-family,0,0,25,46, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Husband,0,0,40,47, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Husband,99999,0,40,30, >50K
 Male, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, White, Husband,7688,0,35,37, >50K
 Male, Private, Bachelors, Never-married, Exec-managerial, White, Not-in-family,0,0,45,27, <=50K
 Female, Private, HS-grad, Divorced, Machine-op-inspct, White, Unmarried,0,0,50,43, <=50K
 Male, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Husband,0,0,40,44, >50K
 Male, Private, Some-college, Never-married, Exec-managerial, White, Unmarried,0,0,60,31, <=50K
 Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Husband,0,1977,45,34, >50K
 Male, Private, Bachelors, Never-married, Sales, White, Own-child,0,1092,40,39, <=50K
 Female, Private, Some-college, Divorced, Craft-repair, White, Unmarried,0,0,40,36, <=50K
 Male, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Husband,3103,0,40,57, >50K
 Female, Private, 7th-8th, Never-married, Machine-op-inspct, White, Not-in-family,0,0,35,78, <=50K
 Male, Private, Some-college, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,24, <=50K
 Female, Private, Some-college, Never-married, Adm-clerical, White, Not-in-family,0,0,40,39, <=50K
 Male, Private, Assoc-acdm, Never-married, Sales, White, Own-child,0,0,40,21, <=50K
 Male, Private, HS-grad, Separated, Adm-clerical, White, Not-in-family,0,0,40,34, >50K
 Female, Private, Some-college, Never-married, Sales, White, Unmarried,0,0,32,22, <=50K
 Female, Private, Some-college, Divorced, Adm-clerical, White, Unmarried,0,0,40,36, <=50K
 Male, Private, Some-college, Married-civ-spouse, Sales, White, Husband,0,0,40,61, >50K
 Male, Private, 9th, Married-civ-spouse, Prof-specialty, White, Husband,0,0,15,67, <=50K
 Female, Private, Some-college, Separated, Other-service, Black, Unmarried,0,0,21,42, <=50K
 Male, Federal-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Husband,0,0,40,49, >50K
 Male, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,58, <=50K
 Male, Local-gov, Some-college, Married-civ-spouse, Protective-serv, White, Husband,0,0,60,37, <=50K
 Male, Private, HS-grad, Never-married, Tech-support, White, Not-in-family,4650,0,44,39, <=50K
 Female, Private, Some-college, Separated, Adm-clerical, Black, Other-relative,0,0,40,25, <=50K
 Male, Self-emp-inc, 5th-6th, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,45, >50K
 Male, Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Husband,0,0,40,30, <=50K
 Male, Private, Some-college, Never-married, Prof-specialty, White, Not-in-family,0,0,35,49, <=50K
 Male, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Husband,2885,0,40,36, <=50K
 Male, Private, HS-grad, Never-married, Craft-repair, White, Not-in-family,0,0,65,23, <=50K
 Female, Private, Some-college, Married-civ-spouse, Adm-clerical, Black, Wife,0,0,35,51, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Husband,0,0,60,55, <=50K
 Male, Private, Bachelors, Never-married, Sales, White, Not-in-family,0,0,50,35, <=50K
 Male, State-gov, Masters, Married-civ-spouse, Adm-clerical, White, Husband,0,0,40,45, <=50K
 Male, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Husband,0,0,48,36, >50K
 Male, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,32, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Husband,0,0,55,39, <=50K
 Male, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,47, <=50K
 Male, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Husband,0,0,45,49, >50K
 Male, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Husband,7688,0,55,52, >50K
 Male, Private, Some-college, Separated, Machine-op-inspct, Black, Not-in-family,0,0,40,44, <=50K
 Male, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Husband,0,0,50,36, >50K
 Female, Private, Some-college, Divorced, Craft-repair, Black, Unmarried,0,0,30,40, <=50K
 Female, Private, 10th, Never-married, Other-service, White, Own-child,0,0,6,17, <=50K
 Female, Private, HS-grad, Never-married, Sales, White, Own-child,0,0,38,18, <=50K
 Female, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Wife,0,0,25,30, <=50K
 Female, Private, HS-grad, Widowed, Priv-house-serv, White, Not-in-family,0,0,50,66, <=50K
 Male, Private, Bachelors, Never-married, Craft-repair, White, Not-in-family,0,0,50,59, <=50K
 Male, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Black, Husband,0,0,40,30, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Farming-fishing, White, Husband,0,0,50,50, <=50K
 Female, Private, HS-grad, Never-married, Other-service, White, Own-child,0,0,25,24, <=50K
 Male, Private, Prof-school, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Husband,0,0,99,28, <=50K
 Female, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Wife,0,0,40,44, >50K
 Male, Private, Assoc-voc, Never-married, Prof-specialty, White, Not-in-family,0,0,40,25, <=50K
 Male, Private, Masters, Married-civ-spouse, Exec-managerial, White, Husband,0,0,50,45, >50K
 Male, Private, HS-grad, Never-married, Transport-moving, White, Not-in-family,0,0,40,20, <=50K
 Female, Private, Assoc-voc, Divorced, Prof-specialty, White, Unmarried,0,0,40,67, <=50K
 Male, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Husband,0,0,45,40, >50K
 Male, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Husband,0,0,40,52, <=50K
 Male, Private, Doctorate, Never-married, Prof-specialty, White, Not-in-family,0,0,50,34, >50K
 Male, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Husband,0,0,45,37, >50K
 Male, Self-emp-inc, 10th, Never-married, Other-service, White, Own-child,0,0,4,17, <=50K
 Female, Private, Assoc-voc, Married-civ-spouse, Sales, White, Wife,0,0,42,25, >50K
 Male, Local-gov, Bachelors, Divorced, Prof-specialty, White, Not-in-family,0,0,40,35, <=50K
 Female, Private, Masters, Divorced, Exec-managerial, White, Not-in-family,0,0,40,63, >50K
 Female, Local-gov, Some-college, Never-married, Adm-clerical, Amer-Indian-Eskimo, Own-child,0,0,40,38, <=50K
 Male, Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Husband,0,0,60,33, >50K
 Female, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Wife,0,0,40,51, >50K
 Male, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, White, Husband,0,0,50,64, >50K
 Male, Self-emp-inc, Some-college, Divorced, Protective-serv, White, Not-in-family,0,0,40,50, <=50K
 Male, Private, 10th, Never-married, Transport-moving, White, Not-in-family,0,0,56,18, <=50K
 Male, Private, Masters, Never-married, Prof-specialty, White, Not-in-family,0,0,99,67, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,46, <=50K
 Male, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, White, Husband,0,0,50,60, <=50K
 Female, Private, HS-grad, Never-married, Machine-op-inspct, White, Not-in-family,0,0,40,29, <=50K
 Female, Private, Some-college, Never-married, Other-service, Black, Own-child,0,0,40,30, <=50K
 Male, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Not-in-family,2885,0,40,56, <=50K
 Female, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Wife,0,0,40,29, >50K
 Female, Private, Bachelors, Never-married, Adm-clerical, Black, Unmarried,0,0,27,37, <=50K
 Female, Private, 1st-4th, Divorced, Priv-house-serv, White, Unmarried,0,0,30,55, <=50K
 Female, Private, HS-grad, Never-married, Adm-clerical, White, Not-in-family,0,0,30,24, <=50K
 Male, Private, HS-grad, Never-married, Craft-repair, White, Not-in-family,0,0,35,21, <=50K
 Male, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White, Husband,0,0,70,46, >50K
 Male, Private, 12th, Married-civ-spouse, Machine-op-inspct, Other, Other-relative,0,0,40,25, <=50K
 Male, Private, HS-grad, Never-married, Craft-repair, White, Own-child,0,0,28,40, <=50K
 Female, Private, Some-college, Separated, Sales, White, Own-child,0,0,40,23, <=50K
 Male, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Black, Not-in-family,0,0,30,43, <=50K
 Male, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Amer-Indian-Eskimo, Husband,0,1485,60,29, >50K
 Female, Private, 10th, Widowed, Other-service, Asian-Pac-Islander, Other-relative,0,0,40,59, <=50K
 Male, Private, Some-college, Never-married, Other-service, Black, Own-child,0,0,35,18, <=50K
 Male, Private, HS-grad, Never-married, Exec-managerial, White, Own-child,0,0,32,28, <=50K
 Female, Private, 11th, Never-married, Adm-clerical, White, Own-child,0,0,15,17, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Husband,0,0,40,53, >50K
 Female, Private, 5th-6th, Never-married, Priv-house-serv, White, Other-relative,0,0,40,22, <=50K
 Male, Private, HS-grad, Married-spouse-absent, Craft-repair, White, Not-in-family,0,0,40,63, <=50K
 Female, Private, Masters, Married-civ-spouse, Sales, White, Wife,0,0,45,32, >50K
 Female, Local-gov, HS-grad, Never-married, Adm-clerical, Black, Unmarried,0,0,35,40, <=50K
 Male, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Husband,0,0,50,61, >50K
 Male, Private, HS-grad, Never-married, Craft-repair, White, Not-in-family,0,1408,40,35, <=50K
 Male, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Husband,0,0,50,43, <=50K
 Female, Private, Some-college, Never-married, Prof-specialty, Asian-Pac-Islander, Own-child,0,1602,40,20, <=50K
 Male, Self-emp-not-inc, Some-college, Divorced, Craft-repair, White, Not-in-family,0,0,40,48, <=50K
 Female, State-gov, Bachelors, Widowed, Prof-specialty, White, Not-in-family,0,0,40,56, <=50K
 Male, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Husband,0,0,40,51, <=50K
 Male, Private, Some-college, Never-married, Craft-repair, White, Not-in-family,0,0,40,34, <=50K
 Male, Private, Some-college, Married-civ-spouse, Sales, Asian-Pac-Islander, Husband,0,1902,40,44, >50K
 Male, Private, Masters, Married-civ-spouse, Prof-specialty, White, Husband,0,0,40,61, >50K
 Male, Private, Some-college, Married-civ-spouse, Sales, White, Husband,0,0,44,37, >50K
 Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Husband,0,1977,40,36, >50K
 Male, Private, Some-college, Separated, Machine-op-inspct, Other, Not-in-family,0,0,40,34, <=50K
 Female, Private, Some-college, Never-married, Sales, White, Own-child,0,0,25,23, <=50K
 Male, Federal-gov, Masters, Divorced, Prof-specialty, White, Not-in-family,0,0,40,63, >50K
 Female, Private, HS-grad, Widowed, Prof-specialty, Black, Not-in-family,0,0,11,63, <=50K
 Male, Local-gov, Masters, Married-civ-spouse, Exec-managerial, White, Husband,0,1977,41,47, >50K
 Female, Self-emp-inc, HS-grad, Divorced, Sales, White, Unmarried,0,0,50,55, >50K
 Male, Local-gov, Bachelors, Never-married, Protective-serv, Black, Own-child,0,0,48,31, <=50K
 Male, Private, Some-college, Divorced, Other-service, White, Not-in-family,0,0,40,27, <=50K
 Female, Private, Bachelors, Divorced, Adm-clerical, White, Not-in-family,14084,0,40,58, >50K
 Male, Local-gov, Some-college, Married-civ-spouse, Protective-serv, White, Husband,0,0,48,28, <=50K
 Female, Private, 7th-8th, Divorced, Machine-op-inspct, White, Not-in-family,0,0,64,52, <=50K
 Male, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Black, Husband,0,0,50,31, <=50K
 Female, Private, Some-college, Divorced, Adm-clerical, White, Unmarried,0,0,38,53, <=50K
 Female, Private, Some-college, Divorced, Tech-support, White, Not-in-family,0,0,50,43, <=50K
 Male, Local-gov, HS-grad, Married-spouse-absent, Farming-fishing, Black, Unmarried,0,0,40,43, <=50K
 Male, Self-emp-inc, Masters, Divorced, Exec-managerial, White, Not-in-family,0,0,80,50, >50K
 Male, Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Husband,0,0,35,68, <=50K
 Male, Private, 11th, Married-civ-spouse, Other-service, White, Husband,0,0,40,37, <=50K
 Male, Private, HS-grad, Divorced, Machine-op-inspct, White, Not-in-family,0,0,40,26, <=50K
 Female, Private, 11th, Never-married, Sales, White, Not-in-family,0,0,40,22, <=50K
 Male, Private, Some-college, Married-civ-spouse, Sales, White, Husband,0,0,55,22, <=50K
 Male, Private, Some-college, Married-civ-spouse, Craft-repair, White, Husband,15024,0,50,59, >50K
 Male, Private, Some-college, Married-civ-spouse, Machine-op-inspct, White, Husband,0,0,40,30, <=50K
 Female, Private, HS-grad, Separated, Other-service, White, Not-in-family,0,0,55,24, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,30, <=50K
 Male, Local-gov, Bachelors, Divorced, Protective-serv, White, Not-in-family,0,0,40,50, >50K
 Male, Private, 12th, Married-civ-spouse, Other-service, White, Husband,3942,0,40,38, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Husband,0,0,40,29, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Sales, White, Husband,1424,0,24,76, <=50K
 Male, Private, Assoc-voc, Never-married, Craft-repair, White, Unmarried,0,0,40,21, <=50K
 Female, Private, Some-college, Widowed, Other-service, White, Unmarried,0,0,24,65, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Husband,0,0,45,43, >50K
 Female, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Wife,0,0,24,29, <=50K
 Male, Private, Bachelors, Never-married, Sales, White, Not-in-family,0,0,45,32, <=50K
 Male, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Husband,0,0,65,37, >50K
 Male, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Husband,0,0,16,64, <=50K
 Male, Private, Some-college, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,49, >50K
 Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Husband,0,0,40,44, >50K
 Male, Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Husband,1409,0,15,68, <=50K
 Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Husband,7688,0,40,34, >50K
 Male, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Husband,0,0,36,35, <=50K
 Female, Private, Some-college, Divorced, Adm-clerical, White, Not-in-family,0,0,43,53, <=50K
 Male, Private, Assoc-voc, Never-married, Sales, Asian-Pac-Islander, Unmarried,0,0,50,24, <=50K
 Female, Private, Some-college, Divorced, Adm-clerical, White, Unmarried,0,0,40,31, <=50K
 Male, Private, Some-college, Married-civ-spouse, Transport-moving, White, Husband,0,0,38,25, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Husband,0,0,45,36, <=50K
 Male, Private, Some-college, Never-married, Sales, White, Not-in-family,0,0,60,29, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Husband,0,0,50,37, >50K
 Female, Self-emp-not-inc, Doctorate, Never-married, Prof-specialty, White, Not-in-family,0,0,45,42, <=50K
 Female, Private, HS-grad, Divorced, Craft-repair, White, Not-in-family,0,0,40,30, <=50K
 Male, Self-emp-inc, Some-college, Never-married, Exec-managerial, White, Not-in-family,0,0,70,32, <=50K
 Male, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Black, Not-in-family,10520,0,45,47, >50K
 Male, Private, HS-grad, Divorced, Craft-repair, White, Not-in-family,0,0,40,44, >50K
 Male, Private, HS-grad, Never-married, Sales, White, Own-child,0,0,40,19, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Husband,0,0,48,22, <=50K
 Male, Private, 9th, Married-civ-spouse, Craft-repair, White, Husband,0,0,50,51, >50K
 Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Husband,0,0,16,69, <=50K
 Male, Private, 11th, Married-civ-spouse, Prof-specialty, White, Husband,0,0,8,73, <=50K
 Female, Private, 11th, Never-married, Prof-specialty, White, Other-relative,0,0,20,18, <=50K
 Male, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, White, Not-in-family,0,0,40,33, <=50K
 Female, Local-gov, Some-college, Never-married, Adm-clerical, White, Not-in-family,0,0,55,22, <=50K
 Female, Private, Bachelors, Never-married, Tech-support, White, Not-in-family,0,0,45,33, >50K
 Female, Federal-gov, Some-college, Never-married, Adm-clerical, White, Other-relative,0,0,40,20, <=50K
 Male, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, White, Husband,0,0,40,28, <=50K
 Female, Private, HS-grad, Never-married, Handlers-cleaners, White, Not-in-family,0,0,40,25, <=50K
 Male, Private, HS-grad, Never-married, Other-service, White, Not-in-family,0,0,48,27, <=50K
 Male, Private, HS-grad, Never-married, Transport-moving, White, Own-child,0,0,40,22, <=50K
 Male, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Husband,0,0,35,67, <=50K
 Male, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Husband,0,0,40,31, <=50K
 Female, Private, Some-college, Never-married, Prof-specialty, White, Unmarried,0,0,25,36, <=50K
 Male, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Husband,0,0,50,43, >50K
 Female, Private, Bachelors, Never-married, Prof-specialty, White, Not-in-family,0,0,40,33, <=50K
 Female, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, White, Wife,0,0,35,37, >50K
 Male, Private, HS-grad, Married-civ-spouse, Transport-moving, Black, Husband,0,0,60,27, <=50K
 Male, Private, Some-college, Never-married, Transport-moving, White, Not-in-family,0,0,40,36, <=50K
 Female, Private, Assoc-acdm, Divorced, Sales, White, Not-in-family,0,0,45,33, <=50K
 Male, Private, Bachelors, Married-civ-spouse, Sales, White, Husband,15024,0,40,63, >50K
 Female, Private, Bachelors, Divorced, Other-service, White, Unmarried,0,0,56,48, >50K
 Male, Private, HS-grad, Never-married, Handlers-cleaners, White, Other-relative,0,0,45,25, <=50K
 Male, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, White, Husband,0,0,10,41, <=50K
 Male, Private, HS-grad, Never-married, Other-service, White, Not-in-family,0,0,40,26, <=50K
 Female, Private, Some-college, Never-married, Adm-clerical, Black, Own-child,0,0,40,23, <=50K
 Female, State-gov, HS-grad, Never-married, Other-service, Black, Unmarried,1831,0,40,33, <=50K
 Male, State-gov, Masters, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Husband,0,0,17,30, <=50K
 Female, Self-emp-not-inc, HS-grad, Widowed, Other-service, White, Not-in-family,0,0,20,67, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Sales, White, Husband,0,0,55,32, >50K
 Male, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, White, Not-in-family,0,0,60,48, >50K
 Female, Private, HS-grad, Widowed, Other-service, White, Not-in-family,0,0,24,51, <=50K
 Male, Private, Masters, Never-married, Sales, Asian-Pac-Islander, Not-in-family,0,0,40,39, <=50K
 Male, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, White, Husband,0,0,60,40, <=50K
 Male, Private, HS-grad, Married-civ-spouse, Transport-moving, Black, Husband,0,0,40,40, >50K
 Male, Private, HS-grad, Never-married, Machine-op-inspct, White, Other-relative,0,0,40,19, <=50K
 Female, Private, HS-grad, Divorced, Handlers-cleaners, White, Unmarried,0,0,36,28, <=50K
 Male, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Husband,0,0,60,47, >50K
 Female, Private, Some-college, Never-married, Prof-specialty, White, Not-in-family,0,0,20,20, <=50K
 Male, Private, HS-grad, Widowed, Exec-managerial, White, Other-relative,914,0,40,41, <=50K
 Female, Private, Some-college, Married-civ-spouse, Other-service, Amer-Indian-Eskimo, Wife,0,0,40,29, <=50K
 Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Husband,0,0,50,40, >50K
